	0
ETNK1	ETNK1
AC084816.1	AC084816.1
AC084819.1	AC084819.1
AC087258.1	AC087258.1
AC087235.1	AC087235.1
SOX5	SOX5
AC087260.1	AC087260.1
SOX5-AS1	SOX5-AS1
LINC00477	LINC00477
AC023796.1	AC023796.1
BCAT1	BCAT1
AC023796.2	AC023796.2
AC026310.2	AC026310.2
C12orf77	C12orf77
LRMP	LRMP
AC023510.1	AC023510.1
AC023510.2	AC023510.2
CASC1	CASC1
ETFRF1	ETFRF1
KRAS	KRAS
AC092794.1	AC092794.1
AC092794.2	AC092794.2
AC087239.1	AC087239.1
LMNTD1	LMNTD1
AC019209.3	AC019209.3
AC019209.2	AC019209.2
AC019209.1	AC019209.1
RASSF8-AS1	RASSF8-AS1
RASSF8	RASSF8
BHLHE41	BHLHE41
SSPN	SSPN
AC022509.3	AC022509.3
AC022509.2	AC022509.2
AC022509.1	AC022509.1
AC022509.4	AC022509.4
AC055720.1	AC055720.1
AC024145.1	AC024145.1
ITPR2	ITPR2
AC023051.1	AC023051.1
INTS13	INTS13
FGFR1OP2	FGFR1OP2
AC024896.1	AC024896.1
TM7SF3	TM7SF3
MED21	MED21
AC092747.4	AC092747.4
C12orf71	C12orf71
AC092747.1	AC092747.1
STK38L	STK38L
ARNTL2	ARNTL2
ARNTL2-AS1	ARNTL2-AS1
SMCO2	SMCO2
PPFIBP1	PPFIBP1
AC087257.1	AC087257.1
AC009509.1	AC009509.1
REP15	REP15
AC009509.4	AC009509.4
AC009509.2	AC009509.2
MRPS35	MRPS35
MANSC4	MANSC4
AC009511.2	AC009511.2
KLHL42	KLHL42
AC009511.1	AC009511.1
PTHLH	PTHLH
AC008011.2	AC008011.2
CCDC91	CCDC91
AC022364.1	AC022364.1
AC022079.2	AC022079.2
AC022081.1	AC022081.1
AC012150.1	AC012150.1
FAR2	FAR2
AC012150.2	AC012150.2
AC009318.4	AC009318.4
AC009318.1	AC009318.1
AC009318.3	AC009318.3
AC009318.2	AC009318.2
ERGIC2	ERGIC2
OVCH1-AS1	OVCH1-AS1
OVCH1	OVCH1
TMTC1	TMTC1
AC009320.1	AC009320.1
AC023511.1	AC023511.1
LINC02386	LINC02386
AC078776.1	AC078776.1
IPO8	IPO8
CAPRIN2	CAPRIN2
AC010198.1	AC010198.1
LINC00941	LINC00941
TSPAN11	TSPAN11
DDX11-AS1	DDX11-AS1
DDX11	DDX11
SINHCAF	SINHCAF
AC024940.1	AC024940.1
LINC02387	LINC02387
DENND5B	DENND5B
DENND5B-AS1	DENND5B-AS1
ETFBKMT	ETFBKMT
AMN1	AMN1
AC023157.3	AC023157.3
H3F3C	H3F3C
LINC02422	LINC02422
KIAA1551	KIAA1551
AC016957.2	AC016957.2
AC048344.1	AC048344.1
BICD1	BICD1
FGD4	FGD4
DNM1L	DNM1L
AC084824.5	AC084824.5
YARS2	YARS2
PKP2	PKP2
AC087311.2	AC087311.2
SYT10	SYT10
ALG10	ALG10
AC046130.1	AC046130.1
AC046130.2	AC046130.2
AC140847.1	AC140847.1
AC140847.2	AC140847.2
ALG10B	ALG10B
AC087897.2	AC087897.2
CPNE8	CPNE8
AC067735.1	AC067735.1
LINC02406	LINC02406
KIF21A	KIF21A
ABCD2	ABCD2
C12orf40	C12orf40
SLC2A13	SLC2A13
LINC02555	LINC02555
LINC02471	LINC02471
AC079630.1	AC079630.1
LRRK2	LRRK2
MUC19	MUC19
AC107023.1	AC107023.1
CNTN1	CNTN1
PDZRN4	PDZRN4
AC090531.1	AC090531.1
LINC02400	LINC02400
AC090630.1	AC090630.1
GXYLT1	GXYLT1
YAF2	YAF2
PPHLN1	PPHLN1
ZCRB1	ZCRB1
PRICKLE1	PRICKLE1
AC079601.1	AC079601.1
LINC02402	LINC02402
LINC02451	LINC02451
LINC02450	LINC02450
AC012038.2	AC012038.2
AC012038.1	AC012038.1
LINC02461	LINC02461
ADAMTS20	ADAMTS20
PUS7L	PUS7L
IRAK4	IRAK4
TWF1	TWF1
TMEM117	TMEM117
AC025030.2	AC025030.2
AC025253.1	AC025253.1
NELL2	NELL2
DBX2	DBX2
AC008127.1	AC008127.1
ANO6	ANO6
AC079950.1	AC079950.1
AC008124.1	AC008124.1
ARID2	ARID2
SCAF11	SCAF11
SLC38A1	SLC38A1
SLC38A2	SLC38A2
AC025031.2	AC025031.2
AC008014.1	AC008014.1
AC025031.1	AC025031.1
AC025031.4	AC025031.4
AC008035.1	AC008035.1
SLC38A4	SLC38A4
AC079906.1	AC079906.1
AMIGO2	AMIGO2
PCED1B	PCED1B
AC008083.1	AC008083.1
AC008083.2	AC008083.2
AC008083.3	AC008083.3
LINC02416	LINC02416
LINC02156	LINC02156
RPAP3	RPAP3
AC004241.1	AC004241.1
ENDOU	ENDOU
AC004241.2	AC004241.2
RAPGEF3	RAPGEF3
SLC48A1	SLC48A1
HDAC7	HDAC7
AC004466.1	AC004466.1
AC004466.3	AC004466.3
LINC02354	LINC02354
VDR	VDR
AC121338.1	AC121338.1
AC121338.2	AC121338.2
TMEM106C	TMEM106C
COL2A1	COL2A1
AC004801.5	AC004801.5
AC004801.4	AC004801.4
AC004801.3	AC004801.3
AC004801.6	AC004801.6
SENP1	SENP1
PFKM	PFKM
ASB8	ASB8
AC074029.3	AC074029.3
CCDC184	CCDC184
AC024257.3	AC024257.3
OR10AD1	OR10AD1
AC024257.1	AC024257.1
AC024257.5	AC024257.5
H1FNT	H1FNT
ZNF641	ZNF641
AC090115.1	AC090115.1
AC024257.4	AC024257.4
ANP32D	ANP32D
C12orf54	C12orf54
AC089987.2	AC089987.2
OR8S1	OR8S1
OR5BS1P	OR5BS1P
LALBA	LALBA
KANSL2	KANSL2
CCNT1	CCNT1
TEX49	TEX49
AC117498.1	AC117498.1
ADCY6	ADCY6
AC117498.2	AC117498.2
CACNB3	CACNB3
DDX23	DDX23
RND1	RND1
AC073610.3	AC073610.3
CCDC65	CCDC65
FKBP11	FKBP11
AC073610.2	AC073610.2
ARF3	ARF3
WNT10B	WNT10B
WNT1	WNT1
DDN	DDN
AC011603.3	AC011603.3
DDN-AS1	DDN-AS1
PRKAG1	PRKAG1
KMT2D	KMT2D
RHEBL1	RHEBL1
DHH	DHH
AC011603.1	AC011603.1
LMBR1L	LMBR1L
AC011603.2	AC011603.2
TUBA1B	TUBA1B
TUBA1A	TUBA1A
TUBA1C	TUBA1C
AC010173.1	AC010173.1
AC125611.3	AC125611.3
AC125611.4	AC125611.4
PRPH	PRPH
TROAP	TROAP
C1QL4	C1QL4
DNAJC22	DNAJC22
SPATS2	SPATS2
KCNH3	KCNH3
MCRS1	MCRS1
PRPF40B	PRPF40B
AC020612.3	AC020612.3
FAM186B	FAM186B
FMNL3	FMNL3
TMBIM6	TMBIM6
NCKAP5L	NCKAP5L
BCDIN3D-AS1	BCDIN3D-AS1
BCDIN3D	BCDIN3D
AC131157.1	AC131157.1
FAIM2	FAIM2
LINC02396	LINC02396
LINC02395	LINC02395
AQP2	AQP2
AC025154.2	AC025154.2
AC025154.1	AC025154.1
AQP5	AQP5
AQP6	AQP6
RACGAP1	RACGAP1
ASIC1	ASIC1
SMARCD1	SMARCD1
GPD1	GPD1
COX14	COX14
AC074032.1	AC074032.1
CERS5	CERS5
LIMA1	LIMA1
AC008147.1	AC008147.1
FAM186A	FAM186A
LARP4	LARP4
DIP2B	DIP2B
ATF1	ATF1
TMPRSS12	TMPRSS12
METTL7A	METTL7A
AC008121.2	AC008121.2
HIGD1C	HIGD1C
AC008121.3	AC008121.3
SLC11A2	SLC11A2
LETMD1	LETMD1
CSRNP2	CSRNP2
TFCP2	TFCP2
POU6F1	POU6F1
DAZAP2	DAZAP2
SMAGP	SMAGP
BIN2	BIN2
CELA1	CELA1
GALNT6	GALNT6
SLC4A8	SLC4A8
AC107031.1	AC107031.1
SCN8A	SCN8A
AC068987.2	AC068987.2
AC068987.5	AC068987.5
AC068987.3	AC068987.3
FIGNL2	FIGNL2
AC068987.4	AC068987.4
AC068987.1	AC068987.1
ANKRD33	ANKRD33
ACVRL1	ACVRL1
ACVR1B	ACVR1B
GRASP	GRASP
NR4A1	NR4A1
AC025259.3	AC025259.3
ATG101	ATG101
AC025259.1	AC025259.1
AC078864.2	AC078864.2
AC078864.1	AC078864.1
LINC00592	LINC00592
KRT80	KRT80
C12orf80	C12orf80
KRT7	KRT7
KRT7-AS	KRT7-AS
KRT86	KRT86
AC021066.1	AC021066.1
KRT81	KRT81
AC121757.1	AC121757.1
KRT83	KRT83
KRT85	KRT85
KRT84	KRT84
AC078865.1	AC078865.1
KRT82	KRT82
AC055736.1	AC055736.1
KRT75	KRT75
KRT6B	KRT6B
KRT6C	KRT6C
KRT6A	KRT6A
KRT5	KRT5
KRT71	KRT71
KRT74	KRT74
KRT72	KRT72
KRT73-AS1	KRT73-AS1
KRT73	KRT73
KRT2	KRT2
KRT1	KRT1
KRT77	KRT77
AC055716.3	AC055716.3
KRT76	KRT76
KRT3	KRT3
KRT4	KRT4
KRT79	KRT79
KRT78	KRT78
KRT8	KRT8
KRT18	KRT18
EIF4B	EIF4B
AC068888.1	AC068888.1
TNS2	TNS2
SPRYD3	SPRYD3
IGFBP6	IGFBP6
SOAT2	SOAT2
CSAD	CSAD
AC073573.1	AC073573.1
ZNF740	ZNF740
ITGB7	ITGB7
RARG	RARG
AC021072.1	AC021072.1
MFSD5	MFSD5
ESPL1	ESPL1
PFDN5	PFDN5
AC073611.1	AC073611.1
C12orf10	C12orf10
AAAS	AAAS
SP7	SP7
SP1	SP1
AMHR2	AMHR2
PRR13	PRR13
PCBP2	PCBP2
MAP3K12	MAP3K12
AC023509.4	AC023509.4
TARBP2	TARBP2
AC023509.3	AC023509.3
NPFF	NPFF
ATF7	ATF7
AC023509.2	AC023509.2
ATP5MC2	ATP5MC2
CALCOCO1	CALCOCO1
CISTR	CISTR
AC076968.1	AC076968.1
HOXC13-AS	HOXC13-AS
HOXC13	HOXC13
HOXC12	HOXC12
HOTAIR	HOTAIR
HOXC11	HOXC11
HOXC10	HOXC10
AC012531.3	AC012531.3
HOXC6	HOXC6
HOXC9	HOXC9
HOXC-AS1	HOXC-AS1
HOXC8	HOXC8
HOXC4	HOXC4
AC012531.1	AC012531.1
HOXC5	HOXC5
AC023794.1	AC023794.1
AC023794.3	AC023794.3
AC023794.4	AC023794.4
SMUG1	SMUG1
LINC02381	LINC02381
SMUG1-AS1	SMUG1-AS1
AC023794.7	AC023794.7
AC023794.6	AC023794.6
AC023794.2	AC023794.2
CBX5	CBX5
AC078778.1	AC078778.1
HNRNPA1	HNRNPA1
NFE2	NFE2
COPZ1	COPZ1
AC079313.2	AC079313.2
AC079313.1	AC079313.1
GPR84	GPR84
ZNF385A	ZNF385A
ITGA5	ITGA5
LINC01154	LINC01154
GTSF1	GTSF1
NCKAP1L	NCKAP1L
AC068789.1	AC068789.1
PDE1B	PDE1B
PPP1R1A	PPP1R1A
LACRT	LACRT
DCD	DCD
AC079310.1	AC079310.1
MUCL1	MUCL1
TESPA1	TESPA1
AC027287.2	AC027287.2
NEUROD4	NEUROD4
OR9K2	OR9K2
OR10A7	OR10A7
OR6C74	OR6C74
OR6C6	OR6C6
OR6C1	OR6C1
OR6C3	OR6C3
OR6C75	OR6C75
OR6C65	OR6C65
OR6C76	OR6C76
AC122685.1	AC122685.1
OR6C2	OR6C2
OR6C70	OR6C70
OR6C68	OR6C68
OR6C4	OR6C4
OR2AP1	OR2AP1
OR10P1	OR10P1
AC009779.5	AC009779.5
METTL7B	METTL7B
ITGA7	ITGA7
AC009779.3	AC009779.3
BLOC1S1	BLOC1S1
RDH5	RDH5
CD63	CD63
AC009779.2	AC009779.2
GDF11	GDF11
SARNP	SARNP
AC023055.1	AC023055.1
ORMDL2	ORMDL2
DNAJC14	DNAJC14
MMP19	MMP19
PYM1	PYM1
DGKA	DGKA
PMEL	PMEL
CDK2	CDK2
AC025162.1	AC025162.1
RAB5B	RAB5B
SUOX	SUOX
IKZF4	IKZF4
AC034102.8	AC034102.8
AC034102.3	AC034102.3
RPS26	RPS26
ERBB3	ERBB3
AC034102.2	AC034102.2
PA2G4	PA2G4
AC034102.4	AC034102.4
RPL41	RPL41
ZC3H10	ZC3H10
ESYT1	ESYT1
AC034102.7	AC034102.7
AC034102.6	AC034102.6
AC034102.5	AC034102.5
MYL6B	MYL6B
MYL6	MYL6
SMARCC2	SMARCC2
RNF41	RNF41
NABP2	NABP2
SLC39A5	SLC39A5
ANKRD52	ANKRD52
COQ10A	COQ10A
AC073896.5	AC073896.5
CS	CS
AC073896.1	AC073896.1
AC073896.2	AC073896.2
AC073896.3	AC073896.3
CNPY2	CNPY2
PAN2	PAN2
IL23A	IL23A
STAT2	STAT2
APOF	APOF
AC024884.2	AC024884.2
TIMELESS	TIMELESS
MIP	MIP
SPRYD4	SPRYD4
GLS2	GLS2
RBMS2	RBMS2
BAZ2A	BAZ2A
ATP5F1B	ATP5F1B
PTGES3	PTGES3
NACA	NACA
PRIM1	PRIM1
HSD17B6	HSD17B6
SDR9C7	SDR9C7
RDH16	RDH16
GPR182	GPR182
ZBTB39	ZBTB39
TAC3	TAC3
MYO1A	MYO1A
NEMP1	NEMP1
NAB2	NAB2
STAT6	STAT6
LRP1	LRP1
LRP1-AS	LRP1-AS
NXPH4	NXPH4
SHMT2	SHMT2
AC137834.2	AC137834.2
NDUFA4L2	NDUFA4L2
STAC3	STAC3
AC137834.1	AC137834.1
R3HDM2	R3HDM2
AC126614.1	AC126614.1
INHBC	INHBC
INHBE	INHBE
GLI1	GLI1
ARHGAP9	ARHGAP9
MARS	MARS
DDIT3	DDIT3
AC022506.1	AC022506.1
MBD6	MBD6
DCTN2	DCTN2
KIF5A	KIF5A
PIP4K2C	PIP4K2C
DTX3	DTX3
ARHGEF25	ARHGEF25
AC025165.1	AC025165.1
SLC26A10	SLC26A10
B4GALNT1	B4GALNT1
OS9	OS9
AC025165.2	AC025165.2
AGAP2	AGAP2
AGAP2-AS1	AGAP2-AS1
TSPAN31	TSPAN31
CDK4	CDK4
MARCH9	MARCH9
CYP27B1	CYP27B1
METTL1	METTL1
EEF1AKMT3	EEF1AKMT3
AC025165.3	AC025165.3
TSFM	TSFM
AVIL	AVIL
AC025165.5	AC025165.5
AC025165.4	AC025165.4
CTDSP2	CTDSP2
AC083805.2	AC083805.2
AC083805.1	AC083805.1
AC083805.3	AC083805.3
AC084033.3	AC084033.3
ATP23	ATP23
LINC02403	LINC02403
AC020637.1	AC020637.1
LINC02388	LINC02388
LRIG3	LRIG3
AC068305.2	AC068305.2
AC108721.1	AC108721.1
LINC02448	LINC02448
SLC16A7	SLC16A7
AC080011.1	AC080011.1
FAM19A2	FAM19A2
USP15	USP15
MON2	MON2
AC079035.1	AC079035.1
LINC01465	LINC01465
AC048341.1	AC048341.1
AC048341.2	AC048341.2
PPM1H	PPM1H
AC078814.1	AC078814.1
AVPR1A	AVPR1A
AC026116.1	AC026116.1
DPY19L2	DPY19L2
AC084357.2	AC084357.2
RXYLT1	RXYLT1
RXYLT1-AS1	RXYLT1-AS1
SRGAP1	SRGAP1
AC020611.2	AC020611.2
AC025576.2	AC025576.2
AC025576.1	AC025576.1
C12orf66	C12orf66
C12orf56	C12orf56
XPOT	XPOT
AC135279.3	AC135279.3
TBK1	TBK1
RASSF3	RASSF3
AC078962.2	AC078962.2
AC078962.4	AC078962.4
AC078962.3	AC078962.3
GNS	GNS
AC025262.1	AC025262.1
TBC1D30	TBC1D30
LINC02389	LINC02389
LINC02231	LINC02231
AC135895.1	AC135895.1
WIF1	WIF1
LEMD3	LEMD3
MSRB3	MSRB3
AC025419.1	AC025419.1
AC090023.1	AC090023.1
LINC02454	LINC02454
AC090023.2	AC090023.2
HMGA2	HMGA2
AC090673.1	AC090673.1
AC090673.2	AC090673.2
LINC02425	LINC02425
LLPH	LLPH
AC078927.1	AC078927.1
LLPH-DT	LLPH-DT
TMBIM4	TMBIM4
IRAK3	IRAK3
AC078889.1	AC078889.1
HELB	HELB
GRIP1	GRIP1
AC073530.1	AC073530.1
CAND1	CAND1
LINC02420	LINC02420
LINC02408	LINC02408
LINC02442	LINC02442
DYRK2	DYRK2
AC078777.1	AC078777.1
LINC02421	LINC02421
LINC01479	LINC01479
IFNG-AS1	IFNG-AS1
IFNG	IFNG
IL26	IL26
IL22	IL22
MDM1	MDM1
LINC02384	LINC02384
AC022511.1	AC022511.1
AC008033.3	AC008033.3
RAP1B	RAP1B
AC090061.1	AC090061.1
NUP107	NUP107
SLC35E3	SLC35E3
MDM2	MDM2
AC025423.1	AC025423.1
AC025423.4	AC025423.4
CPM	CPM
AC127894.1	AC127894.1
CPSF6	CPSF6
AC020656.2	AC020656.2
LYZ	LYZ
AC020656.1	AC020656.1
YEATS4	YEATS4
LINC02373	LINC02373
FRS2	FRS2
CCT2	CCT2
LRRC10	LRRC10
BEST3	BEST3
AC025263.1	AC025263.1
RAB3IP	RAB3IP
AC025263.2	AC025263.2
MYRFL	MYRFL
AC025159.1	AC025159.1
AC078922.1	AC078922.1
AC084032.1	AC084032.1
LINC01481	LINC01481
CNOT2	CNOT2
KCNMB4	KCNMB4
AC025569.1	AC025569.1
PTPRB	PTPRB
AC083809.1	AC083809.1
PTPRR	PTPRR
AC123905.1	AC123905.1
AC025575.1	AC025575.1
AC025575.2	AC025575.2
TSPAN8	TSPAN8
LGR5	LGR5
AC078860.1	AC078860.1
ZFC3H1	ZFC3H1
THAP2	THAP2
AC073612.1	AC073612.1
TMEM19	TMEM19
AC011601.1	AC011601.1
RAB21	RAB21
AC089984.1	AC089984.1
TBC1D15	TBC1D15
TPH2	TPH2
AC090109.1	AC090109.1
TRHDE	TRHDE
AC133480.1	AC133480.1
LINC02444	LINC02444
AC090503.1	AC090503.1
LINC02445	LINC02445
AC136188.1	AC136188.1
LINC02394	LINC02394
AC090502.1	AC090502.1
AC090502.3	AC090502.3
ATXN7L3B	ATXN7L3B
AC025257.1	AC025257.1
AC073525.1	AC073525.1
KCNC2	KCNC2
AC091534.1	AC091534.1
CAPS2	CAPS2
GLIPR1L1	GLIPR1L1
GLIPR1L2	GLIPR1L2
GLIPR1	GLIPR1
AC121761.1	AC121761.1
KRR1	KRR1
AC078923.1	AC078923.1
AC078820.1	AC078820.1
AC011611.2	AC011611.2
PHLDA1	PHLDA1
AC011611.3	AC011611.3
AC011611.4	AC011611.4
NAP1L1	NAP1L1
LINC02407	LINC02407
BBS10	BBS10
OSBPL8	OSBPL8
AC107032.2	AC107032.2
ZDHHC17	ZDHHC17
CSRP2	CSRP2
AC124784.1	AC124784.1
E2F7	E2F7
LINC02464	LINC02464
NAV3	NAV3
AC073591.1	AC073591.1
AC138331.1	AC138331.1
AC073571.1	AC073571.1
LINC02424	LINC02424
AC128707.1	AC128707.1
AC130415.1	AC130415.1
AC079362.1	AC079362.1
AC068993.2	AC068993.2
SYT1	SYT1
AC090709.1	AC090709.1
AC027288.3	AC027288.3
AC027288.1	AC027288.1
PAWR	PAWR
AC073569.2	AC073569.2
PPP1R12A	PPP1R12A
AC073569.1	AC073569.1
OTOGL	OTOGL
PTPRQ	PTPRQ
AC074031.1	AC074031.1
MYF6	MYF6
MYF5	MYF5
LINC01490	LINC01490
LIN7A	LIN7A
ACSS3	ACSS3
AC078955.1	AC078955.1
PPFIA2	PPFIA2
PPFIA2-AS1	PPFIA2-AS1
AC069228.1	AC069228.1
LINC02426	LINC02426
CCDC59	CCDC59
METTL25	METTL25
AC089998.4	AC089998.4
AC089998.2	AC089998.2
AC089998.1	AC089998.1
TMTC2	TMTC2
AC090680.1	AC090680.1
AC093025.1	AC093025.1
AC090679.2	AC090679.2
AC090679.1	AC090679.1
SLC6A15	SLC6A15
TSPAN19	TSPAN19
LRRIQ1	LRRIQ1
AC133794.1	AC133794.1
ALX1	ALX1
AC131532.1	AC131532.1
RASSF9	RASSF9
NTS	NTS
MGAT4C	MGAT4C
AC016993.1	AC016993.1
AC010196.1	AC010196.1
LINC02258	LINC02258
AC079598.1	AC079598.1
C12orf50	C12orf50
C12orf29	C12orf29
CEP290	CEP290
TMTC3	TMTC3
KITLG	KITLG
AC024941.2	AC024941.2
AC024941.1	AC024941.1
LINC02458	LINC02458
AC024909.1	AC024909.1
DUSP6	DUSP6
AC024909.2	AC024909.2
AC010201.2	AC010201.2
AC010201.1	AC010201.1
POC1B	POC1B
GALNT4	GALNT4
POC1B-GALNT4	POC1B-GALNT4
POC1B-AS1	POC1B-AS1
AC025034.1	AC025034.1
ATP2B1	ATP2B1
ATP2B1-AS1	ATP2B1-AS1
AC084200.1	AC084200.1
LINC02399	LINC02399
AC126178.1	AC126178.1
LINC02392	LINC02392
AC084365.1	AC084365.1
AC112481.1	AC112481.1
CCER1	CCER1
LINC00615	LINC00615
EPYC	EPYC
KERA	KERA
LUM	LUM
DCN	DCN
AC025035.1	AC025035.1
AC126175.1	AC126175.1
AC025254.1	AC025254.1
LINC02404	LINC02404
AC090049.1	AC090049.1
BTG1	BTG1
AC025164.1	AC025164.1
LINC02391	LINC02391
CLLU1OS	CLLU1OS
AC063949.2	AC063949.2
LINC02397	LINC02397
C12orf74	C12orf74
PLEKHG7	PLEKHG7
EEA1	EEA1
LINC02413	LINC02413
AC138123.1	AC138123.1
AC138123.2	AC138123.2
LINC02412	LINC02412
AC124947.1	AC124947.1
NUDT4	NUDT4
UBE2N	UBE2N
MRPL42	MRPL42
SOCS2	SOCS2
CRADD	CRADD
AC012085.2	AC012085.2
AC012464.1	AC012464.1
AC012464.3	AC012464.3
PLXNC1	PLXNC1
AC123567.2	AC123567.2
AC073655.1	AC073655.1
AC073655.2	AC073655.2
CEP83	CEP83
CEP83-DT	CEP83-DT
AC023161.1	AC023161.1
TMCC3	TMCC3
NDUFA12	NDUFA12
NR2C1	NR2C1
FGD6	FGD6
VEZT	VEZT
AC084879.2	AC084879.2
METAP2	METAP2
USP44	USP44
NTN4	NTN4
AC090001.1	AC090001.1
LINC02410	LINC02410
SNRPF	SNRPF
CCDC38	CCDC38
AMDHD1	AMDHD1
HAL	HAL
AC007298.2	AC007298.2
LTA4H	LTA4H
AC007298.1	AC007298.1
LINC02452	LINC02452
ELK3	ELK3
AC008149.1	AC008149.1
CDK17	CDK17
AC007513.1	AC007513.1
CFAP54	CFAP54
NEDD1	NEDD1
AC007656.1	AC007656.1
AC013417.1	AC013417.1
LINC02409	LINC02409
AC016152.1	AC016152.1
LINC02453	LINC02453
TMPO-AS1	TMPO-AS1
TMPO	TMPO
SLC25A3	SLC25A3
IKBIP	IKBIP
APAF1	APAF1
ANKS1B	ANKS1B
AC069437.1	AC069437.1
AC117377.1	AC117377.1
FAM71C	FAM71C
UHRF1BP1L	UHRF1BP1L
AC010203.2	AC010203.2
ACTR6	ACTR6
DEPDC4	DEPDC4
SCYL2	SCYL2
SLC17A8	SLC17A8
NR1H4	NR1H4
GAS2L3	GAS2L3
ANO4	ANO4
AC138360.1	AC138360.1
AC063947.1	AC063947.1
SLC5A8	SLC5A8
UTP20	UTP20
ARL1	ARL1
AC063948.1	AC063948.1
SPIC	SPIC
MYBPC1	MYBPC1
AC117505.1	AC117505.1
AC010205.1	AC010205.1
CHPT1	CHPT1
SYCP3	SYCP3
GNPTAB	GNPTAB
DRAM1	DRAM1
AC084398.2	AC084398.2
AC079907.2	AC079907.2
WASHC3	WASHC3
AC079907.1	AC079907.1
NUP37	NUP37
PARPBP	PARPBP
PMCH	PMCH
LINC02456	LINC02456
IGF1	IGF1
LINC00485	LINC00485
PAH	PAH
ASCL1	ASCL1
AC068643.1	AC068643.1
AC068643.2	AC068643.2
C12orf42	C12orf42
LINC02401	LINC02401
STAB2	STAB2
AC025265.2	AC025265.2
AC025265.3	AC025265.3
AC025265.1	AC025265.1
NT5DC3	NT5DC3
AC012555.2	AC012555.2
AC012555.1	AC012555.1
HSP90B1	HSP90B1
C12orf73	C12orf73
TDG	TDG
GLT8D2	GLT8D2
HCFC2	HCFC2
NFYB	NFYB
LINC02385	LINC02385
TXNRD1	TXNRD1
AC089983.1	AC089983.1
EID3	EID3
CHST11	CHST11
SLC41A2	SLC41A2
C12orf45	C12orf45
ALDH1L2	ALDH1L2
AC016257.1	AC016257.1
WASHC4	WASHC4
APPL2	APPL2
C12orf75	C12orf75
AC011313.1	AC011313.1
CASC18	CASC18
AC011595.2	AC011595.2
NUAK1	NUAK1
AC011595.1	AC011595.1
CKAP4	CKAP4
AC079174.2	AC079174.2
TCP11L2	TCP11L2
POLR3B	POLR3B
AC079385.1	AC079385.1
RFX4	RFX4
AC079385.2	AC079385.2
AC079385.3	AC079385.3
RIC8B	RIC8B
AC007541.1	AC007541.1
TMEM263	TMEM263
MTERF2	MTERF2
CRY1	CRY1
AC078929.1	AC078929.1
BTBD11	BTBD11
AC007540.1	AC007540.1
PWP1	PWP1
PRDM4	PRDM4
AC007622.2	AC007622.2
ASCL4	ASCL4
AC126177.2	AC126177.2
AC126177.8	AC126177.8
AC126177.4	AC126177.4
WSCD2	WSCD2
CMKLR1	CMKLR1
LINC01498	LINC01498
FICD	FICD
SART3	SART3
ISCU	ISCU
TMEM119	TMEM119
SELPLG	SELPLG
AC007569.1	AC007569.1
CORO1C	CORO1C
SSH1	SSH1
DAO	DAO
SVOP	SVOP
USP30	USP30
USP30-AS1	USP30-AS1
ALKBH2	ALKBH2
UNG	UNG
ACACB	ACACB
FOXN4	FOXN4
MYO1H	MYO1H
LINC01486	LINC01486
AC007570.1	AC007570.1
KCTD10	KCTD10
UBE3B	UBE3B
MMAB	MMAB
MVK	MVK
FAM222A	FAM222A
FAM222A-AS1	FAM222A-AS1
TRPV4	TRPV4
GLTP	GLTP
AC007834.1	AC007834.1
TCHP	TCHP
GIT2	GIT2
AC084876.1	AC084876.1
ANKRD13A	ANKRD13A
C12orf76	C12orf76
IFT81	IFT81
ATP2A2	ATP2A2
ANAPC7	ANAPC7
ARPC3	ARPC3
GPN3	GPN3
FAM216A	FAM216A
VPS29	VPS29
RAD9B	RAD9B
PPTC7	PPTC7
TCTN1	TCTN1
HVCN1	HVCN1
PPP1CC	PPP1CC
AC002375.1	AC002375.1
CCDC63	CCDC63
MYL2	MYL2
LINC01405	LINC01405
AC002351.1	AC002351.1
CUX2	CUX2
PHETA1	PHETA1
LINC02356	LINC02356
SH2B3	SH2B3
ATXN2	ATXN2
ATXN2-AS	ATXN2-AS
BRAP	BRAP
ACAD10	ACAD10
AC002996.1	AC002996.1
ALDH2	ALDH2
MAPKAPK5-AS1	MAPKAPK5-AS1
MAPKAPK5	MAPKAPK5
TMEM116	TMEM116
ERP29	ERP29
AC073575.2	AC073575.2
NAA25	NAA25
AC073575.1	AC073575.1
TRAFD1	TRAFD1
HECTD4	HECTD4
AC004217.1	AC004217.1
RPL6	RPL6
PTPN11	PTPN11
RPH3A	RPH3A
OAS1	OAS1
AC004551.1	AC004551.1
OAS3	OAS3
OAS2	OAS2
DTX1	DTX1
RASAL1	RASAL1
CFAP73	CFAP73
DDX54	DDX54
RITA1	RITA1
AC089999.1	AC089999.1
IQCD	IQCD
TPCN1	TPCN1
SLC8B1	SLC8B1
PLBD2	PLBD2
SDS	SDS
SDSL	SDSL
LHX5	LHX5
LHX5-AS1	LHX5-AS1
LINC01234	LINC01234
RBM19	RBM19
AC073863.1	AC073863.1
AC010183.1	AC010183.1
AC010183.2	AC010183.2
LINC02459	LINC02459
TBX5	TBX5
TBX5-AS1	TBX5-AS1
AC010177.1	AC010177.1
TBX3	TBX3
AC026765.2	AC026765.2
AC026765.1	AC026765.1
AC009804.2	AC009804.2
AC008125.1	AC008125.1
AC078880.1	AC078880.1
AC078880.3	AC078880.3
AC078880.4	AC078880.4
AC078880.5	AC078880.5
AC078880.2	AC078880.2
AC009803.2	AC009803.2
